anecdotes,fichier,anecdotes_reco,boucle_tâche.thisRepN,boucle_tâche.thisTrialN,boucle_tâche.thisN,boucle_tâche.thisIndex,boucle_reco.thisRepN,boucle_reco.thisTrialN,boucle_reco.thisN,boucle_reco.thisIndex,textWelcome.started,textWelcome.stopped,Instructions.started,key_resp.started,key_resp.keys,key_resp.rt,Anecdotes.started,tache_text.started,Validation_button.started,mouse_click.started,tache_text.text,mouse_click.x,mouse_click.y,mouse_click.leftButton,mouse_click.midButton,mouse_click.rightButton,mouse_click.time,mouse_click.clicked_name,feedbacktext.started,feedback_fichier_train.started,feedbacktext.stopped,feedback_fichier_train.stopped,text.started,text.stopped,waiting_screen.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,blank.started,blank.stopped,text_3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Anecdotes_reco.started,reco_text.started,validation_reco.started,mouse_reco.started,reco_text.text,mouse_reco.x,mouse_reco.y,mouse_reco.leftButton,mouse_reco.midButton,mouse_reco.rightButton,mouse_reco.time,mouse_reco.clicked_name,text_2.started,end.started,end.keys,end.rt,participant,session,date,expName,psychopyVersion,frameRate,
La pyramide de Gizé est la seule des 7 merveilles de l’ancien monde qui existe toujours ,ITEMS,La pyramide de Gizé est la seule des 7 merveilles de l’ancien monde qui existe toujours ,,,,,0,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.0007704,1635.5015999000007,,,,,1622.6586665000013,1622.6586665000013,1622.6586665000013,0.014858999998978106,données,[0.004629629629629629],[-0.38981481481481484],[1],[0],[0],[12.334008499999982],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les concerts Live 8 ont pris place dans les pays du G8 et en Afrique du Sud en juillet 2005 ,NOMS,Les concerts Live 8 ont pris place dans les pays du G8 et en Afrique du Sud en juillet 2005 ,,,,,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.4339509000001,1642.938473600001,,,,,1635.5015999000007,1635.5015999000007,1635.5015999000007,0.008515499999703025,faits,[0.006481481481481481],[-0.39166666666666666],[1],[0],[0],[6.9233580000000075],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Le tsunami dévastateur en Asie s’est produit en décembre 2004 ,FAITS,Le tsunami dévastateur en Asie s’est produit en décembre 2004 ,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.401014500001,1655.9083961000015,,,,,1642.938473600001,1642.938473600001,1642.938473600001,0.010510699999940698,faits,[0.005555555555555556],[-0.3888888888888889],[1],[0],[0],[12.45402809999905],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La république dominicaine est le seul pays qui possède un drapeau contenant une bible ,NOMS,La république dominicaine est le seul pays qui possède un drapeau contenant une bible ,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.5673721000003,1666.0681366000008,,,,,1655.9083961000015,1655.9083961000015,1655.9083961000015,0.014929599999959464,items,[0.008333333333333333],[-0.3962962962962963],[1],[0],[0],[9.651236000001518],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Le Groenland est l’île la plus grande du monde par sa superficie  ,FAITS,Le Groenland est l’île la plus grande du monde par sa superficie  ,,,,,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.4172814000012,1673.9174623,,,,,1666.0681366000008,1666.0681366000008,1666.0681366000008,0.00840770000104385,faits,[0.017592592592592594],[-0.3990740740740741],[1],[0],[0],[7.340153999999529],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,INFOS,La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,,,,,0,11,11,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.6341061000003,1680.1342123000013,,,,,1673.9174623,1673.9174623,1673.9174623,0.006314500000371481,données,[0.021296296296296296],[-0.3907407407407407],[1],[0],[0],[5.709300599999551],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’Europe est le seul continent sans désert ,DONNEES,L’Europe est le seul continent sans désert ,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.8341223000007,1693.3411407000003,,,,,1680.1342123000013,1680.1342123000013,1680.1342123000013,0.005969400001049507,fait,[0.023148148148148147],[-0.38981481481481484],[1],[0],[0],[12.692216699999335],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Le cœur d’une crevette est dans sa tête  ,POINTS,Le cœur d’une crevette est dans sa tête  ,,,,,0,13,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.4678115000006,1713.9728484000007,,,,,1693.3411407000003,1693.3411407000003,1693.3411407000003,0.012096799999198993,fait,[0.021296296296296296],[-0.38981481481481484],[1],[0],[0],[20.11992090000058],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’écriture chinoise comprend plus de 40 000 caractères  ,NOMS,L’écriture chinoise comprend plus de 40 000 caractères  ,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.1009889000015,1720.6123778,,,,,1713.9728484000007,1713.9728484000007,1713.9728484000007,0.011012599999958184,données,"[0.021296296296296296, 0.016666666666666666]","[-0.387037037037037, -0.4083333333333333]","[1, 1]","[0, 0]","[0, 0]","[5.553632600000128, 6.120426399998905]",['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,DONNEES,La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,,,,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.6509022999999,1726.1585384999998,,,,,1720.6123778,1720.6123778,1720.6123778,0.017566100001204177,item,"[0.016666666666666666, 0.019444444444444445]","[-0.38333333333333336, -0.40185185185185185]","[1, 1]","[0, 0]","[0, 0]","[4.531124400000408, 5.0305576999999175]",['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les ongles incarnés sont héréditaires ,DONNEES,Les ongles incarnés sont héréditaires ,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.7344631000014,1730.2345452000009,,,,,1726.1585384999998,1726.1585384999998,1726.1585384999998,0.013350599998375401,donnée,[0.019444444444444445],[-0.4],[1],[0],[0],[3.56958879999911],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’océan Atlantique est plus salé que l’océan Pacifique,NOMS,L’océan Atlantique est plus salé que l’océan Pacifique,,,,,0,17,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.3508607000003,1742.8591311,,,,,1730.2345452000009,1730.2345452000009,1730.2345452000009,0.005381299999498879,items,[0.016666666666666666],[-0.4],[1],[0],[0],[12.109146500000861],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’Himalaya continue de grandir en raison des collisions des plaques tectoniques ,ITEMS,L’Himalaya continue de grandir en raison des collisions des plaques tectoniques ,,,,,0,18,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.951041100001,1749.4618529,,,,,1742.8591311,1742.8591311,1742.8591311,0.014215100000001257,faits,[0.016666666666666666],[-0.39537037037037037],[1],[0],[0],[6.084264099999928],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La Corée du Nord a annoncé avoir conduit un test nucléaire avec succès en octobre 2006  ,ITEMS,La Corée du Nord a annoncé avoir conduit un test nucléaire avec succès en octobre 2006  ,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.8677994000009,1762.3678080999998,,,,,1749.4618529,1749.4618529,1749.4618529,0.016220799998336588,,[0.016666666666666666],[-0.39537037037037037],[1],[0],[0],[12.398728199999823],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,NOMS,Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,,,,,0,20,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.7177351999999,1766.2242213999998,,,,,1762.3678080999998,1762.3678080999998,1762.3678080999998,0.005317199998899014,données,[0.016666666666666666],[-0.39537037037037037],[1],[0],[0],[3.3435786999998527],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La cacahuète est l’un des ingrédients de la dynamite  ,POINTS,La cacahuète est l’un des ingrédients de la dynamite  ,,,,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.2844689000012,1770.7901175000006,,,,,1766.2242213999998,1766.2242213999998,1766.2242213999998,0.012309099998674355,données,[0.016666666666666666],[-0.39444444444444443],[1],[0],[0],[4.053516400001172],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Il y a eu 25 présidents Français ,DONNEES,Il y a eu 25 présidents Français ,,,,,0,22,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773.9010663000008,1774.407245800001,,,,,1770.7901175000006,1770.7901175000006,1770.7901175000006,0.012487399999372428,faits,[0.019444444444444445],[-0.39444444444444443],[1],[0],[0],[3.102942900000926],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
"Seulement 2 pays touchent 3 océans, les Etats-Unis et le Canada",FAITS,"Seulement 2 pays touchent 3 océans, les Etats-Unis et le Canada",,,,,0,23,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.2011612000006,1782.7093484000015,,,,,1774.407245800001,1774.407245800001,1774.407245800001,0.011508300000059535,,[0.019444444444444445],[-0.39444444444444443],[1],[0],[0],[7.786647700000685],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,POINTS,Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.8344835000007,1792.3428756000012,,,,,1782.7093484000015,1782.7093484000015,1782.7093484000015,0.015031799999633222,items,[0.019444444444444445],[-0.3962962962962963],[1],[0],[0],[9.116986400000314],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La carte de visite d’Al Capone indiquait qu’il était vendeur de meuble d’occasion ,INFOS,La carte de visite d’Al Capone indiquait qu’il était vendeur de meuble d’occasion ,,,,,0,25,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.2010443,1798.7076338000006,,,,,1792.3428756000012,1792.3428756000012,1792.3428756000012,0.013738800000282936,,[0.019444444444444445],[-0.3962962962962963],[1],[0],[0],[5.850870399999621],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’indicatif téléphonique international de l’Antarctique est 672 ,INFOS,L’indicatif téléphonique international de l’Antarctique est 672 ,,,,,0,26,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.3178547000007,1808.8255050000007,,,,,1798.7076338000006,1798.7076338000006,1798.7076338000006,0.014297300000180257,données,[0.020370370370370372],[-0.3962962962962963],[1],[0],[0],[9.60182260000147],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les élastiques sont plus longs quand ils sont très froids/réfrigérés ,INFOS,Les élastiques sont plus longs quand ils sont très froids/réfrigérés ,,,,,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.4343648000013,1811.9429314999998,,,,,1808.8255050000007,1808.8255050000007,1808.8255050000007,0.013813499999741907,,[0.020370370370370372],[-0.39537037037037037],[1],[0],[0],[2.601289000000179],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
L’œil d’une autruche est plus gros que son cerveau  ,ITEMS,L’œil d’une autruche est plus gros que son cerveau  ,,,,,0,28,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.1345903000001,1815.634762400001,,,,,1811.9429314999998,1811.9429314999998,1811.9429314999998,0.014003300000695162,fait,[0.024074074074074074],[-0.3972222222222222],[1],[0],[0],[3.184438999998747],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Une vache produit environ 200 000 bouteilles de lait dans sa vie  ,FAITS,Une vache produit environ 200 000 bouteilles de lait dans sa vie  ,,,,,0,29,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.9510569000013,1819.4562805000005,,,,,1815.634762400001,1815.634762400001,1815.634762400001,0.006750500000634929,données,[0.027777777777777776],[-0.3990740740740741],[1],[0],[0],[3.308389099998749],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les frites sont originaires de France et non de Belgique,INFOS,Les frites sont originaires de France et non de Belgique,,,,,0,30,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.0344783,1826.543267500001,,,,,1819.4562805000005,1819.4562805000005,1819.4562805000005,0.010735500000009779,,[0.014814814814814815],[-0.39166666666666666],[1],[0],[0],[6.570724400000472],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Une personne perdra environ 18 kilos de peau durant toute sa vie  ,POINTS,Une personne perdra environ 18 kilos de peau durant toute sa vie  ,,,,,0,31,31,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.3345774000009,1832.8349087000006,,,,,1826.543267500001,1826.543267500001,1826.543267500001,0.014277700000093319,données,"[0.03518518518518519, 0.017592592592592594]","[-0.3925925925925926, -0.3990740740740741]","[1, 1]","[0, 0]","[0, 0]","[5.351150800001051, 5.784765400001561]",['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.8349087000006,1832.8349087000006,i,5.248316299997896,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
